"Business.address","Trading.name","Seating_type","Number_of_seats","Census.year","Block.ID","Property.ID","Base.property.ID","Building.address","CLUE.small.area","Industry..ANZSIC4..code","Industry..ANZSIC4..description","Longitude","Latitude","location"
"Kiosk 50 Lonsdale Street MELBOURNE VIC 3000","Axil Coffee Roasters","Indoor",71,2022,78,603923,580091,"The Urban Workshop 32-54 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97072895345,-37.8091961510796,"-37.809196151079576, 144.97072895345"
"Rear Ground 565 Bourke Street MELBOURNE VIC 3000","Axil Coffee Roasters","Indoor",75,2022,42,101157,101157,"561-571 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9570178258,-37.8164745595386,"-37.81647455953859, 144.9570178258"
"Shop 6, Ground 441 Collins Street MELBOURNE VIC 3000","Axil Coffee Roasters","Indoor",20,2022,23,708081,102100,"441-447 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95989716728,-37.81802291835,"-37.81802291835, 144.95989716728047"
"Shop E6, 6 Southern Cross Lane MELBOURNE VIC 3000","Axil Coffee Roasters","Outdoor, Indoor",47,2022,47,602997,103597,"SX121 121 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.970109375538,-37.81281419155,"-37.81281419155, 144.97010937553796"
"Ground 172 Flinders Street MELBOURNE VIC 3000","Axil Coffee Roasters (Flinders Gate)","Indoor",14,2022,16,104018,104018,"172-192 Flinders Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.968563139959,-37.8166026714,"-37.8166026714, 144.96856313995937"
"Tenancy 89, Ground 360 Elizabeth Street MELBOURNE VIC 3000","Axil Coffee Roasters Melbourne Central","Indoor",150,2022,85,103311,103311,"316-360 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96206845195,-37.810874128364,"-37.810874128364034, 144.96206845195002"
"67-69 Coventry Street SOUTHBANK VIC 3006","Ayams Chef","Outdoor, Indoor",93,2022,747,627248,627248,"63-75 Coventry Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.96795880346,-37.8299824283,"-37.8299824283, 144.96795880345957"
"321 La Trobe Street MELBOURNE VIC 3000","Azuo","Indoor",27,2022,84,105452,105452,"315-321 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9599616457,-37.8109760779373,"-37.810976077937255, 144.9599616457"
"305-307 Exhibition Street MELBOURNE VIC 3000","B & B' Guette Cafe","Outdoor, Indoor",47,2022,87,707517,707517,"303-307 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.968772723857,-37.8088140537,"-37.8088140537, 144.96877272385723"
"43 Caravel Lane DOCKLANDS VIC 3008","B Club Cafe","Outdoor, Indoor",48,2022,1109,573327,573327,"The Nolan 37-43 Caravel Lane DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.940674638905,-37.8149216286,"-37.8149216286, 144.94067463890494"
"Ground 505-507 Spencer Street WEST MELBOURNE VIC 3003","B Cuz Coffee & Eatery","Indoor, Outdoor",36,2022,430,108864,108864,"505-507 Spencer Street WEST MELBOURNE VIC 3003","West Melbourne (Residential)",4511,"Cafes and Restaurants",144.948633829514,-37.80883478765,"-37.80883478765, 144.94863382951405"
"Shop 307, Level 3 300 Lonsdale Street MELBOURNE VIC 3000","B Lucky and Sons","Indoor",49,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Level 1 61-69 A'Beckett Street MELBOURNE VIC 3000","B'Churrasco","Indoor",180,2022,95,500333,500333,"61-69 A'Beckett Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.961748842428,-37.8091931473,"-37.8091931473, 144.96174884242788"
"5 Little Collins Street MELBOURNE VIC 3000","BABAJAN","Outdoor",12,2022,38,108982,108982,"93-101 Spring Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.973182359056,-37.812599635,"-37.812599635, 144.97318235905587"
"Shop 1-2, 589 Elizabeth Street MELBOURNE VIC 3000","BBQ Brothers 10","Indoor",76,2022,362,103244,103244,"587-589 Elizabeth Street MELBOURNE VIC 3000","North Melbourne",4511,"Cafes and Restaurants",144.958124210683,-37.8046072311,"-37.8046072311, 144.95812421068257"
"Shop 2, 280 King Street MELBOURNE VIC 3000","BBQ KING","Indoor",130,2022,72,105375,105375,"276-282 King Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.954824201129,-37.81349891145,"-37.81349891145, 144.95482420112944"
"Part Level 2 & Level 3, 268-270 Lonsdale Street MELBOURNE VIC 3000","BKK","Indoor",50,2022,85,105748,105748,"268-270 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96414510925,-37.8114856681909,"-37.81148566819091, 144.96414510925"
"Part Ground & Level 1-2 118 City Road SOUTHBANK VIC 3006","BMW Melbourne","Indoor",24,2022,802,110384,110384,"BMW Melbourne 102-156 City Road SOUTHBANK VIC 3006","Southbank",3911,"Car Retailing",144.962950623524,-37.8228869964,"-37.8228869964, 144.96295062352442"
"Unit 16, Ground 60 Siddeley Street DOCKLANDS VIC 3008","Bababoi","Outdoor, Indoor",44,2022,1112,103980,103980,"Flinders Wharf Apartments 40-66 Siddeley Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.952478883928,-37.8228836279,"-37.8228836279, 144.95247888392848"
"175-177 Domain Road SOUTH YARRA VIC 3141","Bacash","Outdoor, Indoor",116,2022,861,102504,102504,"175-177 Domain Road SOUTH YARRA VIC 3141","South Yarra",4511,"Cafes and Restaurants",144.98194569975,-37.8343009254438,"-37.834300925443834, 144.98194569975"
"Shop 21, Ground 8 Whiteman Street SOUTHBANK VIC 3006","Baci","Indoor, Outdoor",220,2022,803,111175,110477,"Crown Entertainment Complex 8 Whiteman Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.958329931239,-37.82316159555,"-37.823161595550005, 144.95832993123923"
"Part 15-27 Wreckyn Street NORTH MELBOURNE VIC 3051","Baguette Studios","Indoor, Outdoor",20,2022,377,110257,110257,"15-27 Wreckyn Street NORTH MELBOURNE VIC 3051","North Melbourne",1174,"Bakery Product Manufacturing (Non-factory based)",144.953527817445,-37.80040967345,"-37.80040967345, 144.95352781744464"
"Level 2-3 2 Coverlid Place MELBOURNE VIC 3000","Ballers Clubhouse","Indoor",50,2022,57,101212,101212,"152-158 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",9113,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.9685177241,-37.8119583550178,"-37.81195835501776, 144.9685177241"
"Shop 1, 47-55 Little Bourke Street MELBOURNE VIC 3000","Bamboo House","Indoor",120,2022,58,105831,105831,"47-55 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9711096464,-37.8110240339021,"-37.81102403390212, 144.9711096464"
"35 South Wharf Promenade SOUTH WHARF VIC 3006","BangPop","Outdoor, Indoor",251,2022,804,110988,110988,"29-65 South Wharf Promenade SOUTH WHARF VIC 3006","Southbank",4511,"Cafes and Restaurants",144.950614615564,-37.8241117384,"-37.824111738400006, 144.95061461556418"
"107 Little Bourke Street MELBOURNE VIC 3000","Bangkok Jam","Indoor",60,2022,57,105833,105833,"107 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.96927312885,-37.8114778721551,"-37.81147787215507, 144.96927312885"
"16 Russell Place MELBOURNE VIC 3000","Bar Ampere","Indoor, Outdoor",112,2022,46,111394,111394,"UB1 Little Hero Apartments 16-30 Russell Place MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.9674365318,-37.8135390268566,"-37.813539026856645, 144.9674365318"
"Ground 20 Meyers Place MELBOURNE VIC 3000","Bar Carlo","Indoor",35,2022,48,106559,106559,"20 Meyers Place MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.972350459691,-37.81207813,"-37.81207813, 144.97235045969086"
"Shop 5, 83-89 Little Bourke Street MELBOURNE VIC 3000","Bar Clara","Indoor, Outdoor",42,2022,57,103601,103601,"189-195 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.969912389389,-37.81128978625,"-37.81128978625, 144.9699123893894"
"19-21 Lincoln Square South CARLTON VIC 3053","Bar Holiday","Outdoor, Indoor",65,2022,256,518847,518847,"19-21 Lincoln Square South CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.9627808507,-37.8033620509871,"-37.80336205098709, 144.9627808507"
"37 Little Collins Street MELBOURNE VIC 3000","Bar Lourinha","Outdoor, Indoor",76,2022,38,105911,105911,"37 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.9724927199,-37.8127843727895,"-37.812784372789494, 144.9724927199"
"Basement 111 Lonsdale Street MELBOURNE VIC 3000","Bar Margaux","Indoor",213,2022,67,105674,105674,"107-111 Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.969119204,-37.810533619334,"-37.81053361933401, 144.96911920399998"
"Unit 1, Ground 127-133 Leicester Street CARLTON VIC 3053","Bar Scopa","Indoor, Outdoor",30,2022,258,592858,592858,"127-133 Leicester Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.960211840372,-37.8029032458,"-37.8029032458, 144.96021184037238"
"Shop 8, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008","Baraonda","Outdoor, Indoor",22,2022,131,103978,111287,"18-38 Siddeley Street DOCKLANDS VIC 3008","Docklands",4512,"Takeaway Food Services",144.953782543299,-37.8225810113,"-37.8225810113, 144.9537825432986"
"Shop 22A, Block Arcade MELBOURNE VIC 3000","Barbarella Gelato & Wine","Indoor",35,2022,35,102141,102141,"280-292 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.964340753954,-37.81552770375,"-37.81552770375, 144.96434075395388"
"Ground 161 Barry Street CARLTON VIC 3053","Baretto Cafe","Outdoor, Indoor",135,2022,240,104466,104466,"Alan Gilbert Building - Bld 104 153-163 Barry Street CARLTON VIC 3053","Carlton",4511,"Cafes and Restaurants",144.959281063125,-37.80023252015,"-37.80023252015, 144.95928106312454"
"Shop 11, 242 Exhibition Street MELBOURNE VIC 3000","Barista Cafe","Indoor",52,2022,78,103618,103618,"242-284 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9699756013,-37.8094150283691,"-37.809415028369145, 144.9699756013"
"2 Waterview Walk DOCKLANDS VIC 3008","Barlog","Outdoor, Indoor",74,2022,1104,598658,576023,"The Podium Building 2-24 Waterview Walk DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.947992009641,-37.8193808754,"-37.8193808754, 144.94799200964053"
"LwrGround 182-184 Victoria Parade EAST MELBOURNE VIC 3002","Basement Espresso","Outdoor, Indoor",103,2022,646,109660,109660,"180-184 Victoria Parade EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.97789433195,-37.8089533570046,"-37.80895335700465, 144.97789433194998"
"358 Victoria Street NORTH MELBOURNE VIC 3051","Basic Buns","Indoor",10,2022,357,109824,109824,"Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051","North Melbourne",4512,"Takeaway Food Services",144.9543392604,-37.8053785755988,"-37.80537857559884, 144.9543392604"
"Ground 271 William Street MELBOURNE VIC 3000","Basil With Thyme","Indoor",90,2022,82,110107,110107,"269-275 William Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.956447231511,-37.81270778485,"-37.812707784850005, 144.95644723151082"
"623 Collins Street MELBOURNE VIC 3000","Batman's Hill On Collins","Indoor",175,2022,21,606461,606461,"607-623 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.954689304175,-37.8192924326,"-37.8192924326, 144.95468930417508"
"Shop 3A, Ground 3 Southgate Avenue SOUTHBANK VIC 3006","BearBrass","Indoor",96,2022,753,110606,110380,"Southgate 3 Southgate Avenue SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.966303090775,-37.82071820925,"-37.82071820925, 144.96630309077528"
"342 Little Collins Street MELBOURNE VIC 3000","Bearded Brothers Espresso","Indoor, Outdoor",18,2022,44,597186,101146,"Galleria 385 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.9629215495,-37.8149294394707,"-37.81492943947073, 144.96292154949998"
"688 Queensberry Street NORTH MELBOURNE VIC 3051","Beatrix Cafe","Indoor, Outdoor",20,2022,335,107955,107955,"688 Queensberry Street NORTH MELBOURNE VIC 3051","North Melbourne",4511,"Cafes and Restaurants",144.94446335575,-37.802274476975,"-37.80227447697503, 144.94446335575"
"Ground 11-25 Crossley Street MELBOURNE VIC 3000","Becco","Outdoor, Indoor",116,2022,58,102268,102268,"11-25 Crossley Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9710137937,-37.8114303117908,"-37.81143031179083, 144.97101379370002"
"137 Wellington Parade South EAST MELBOURNE VIC 3002","Beddgood & Co","Indoor, Outdoor",50,2022,656,109985,109985,"61-71 Agnes Street EAST MELBOURNE VIC 3002","East Melbourne",4511,"Cafes and Restaurants",144.9799832466,-37.8168072689617,"-37.816807268961696, 144.9799832466"
"146 Exhibition Street MELBOURNE VIC 3000","Beef Rice Noodle Bar","Indoor, Outdoor",18,2022,48,101117,101117,"87-91 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9709028408,-37.8122339474906,"-37.81223394749057, 144.9709028408"
"Tenancy 17 & 23, Lvls 1-2 Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000","Beer De Luxe","Indoor, Outdoor",600,2022,6,578321,573333,"Atrium Federation Square 2 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.969941642792,-37.81777782605,"-37.817777826050005, 144.96994164279243"
"5 Riverside Quay SOUTHBANK VIC 3006","Belgian Beer Cafe Melbourne","Outdoor, Indoor",210,2022,801,559161,559161,"Eureka Tower 3-7 Riverside Quay SOUTHBANK VIC 3006","Southbank",4520,"Pubs, Taverns and Bars",144.9645386557,-37.8216805745809,"-37.82168057458093, 144.96453865569998"
"147 Elizabeth Street MELBOURNE VIC 3000","Belle's Hot Chicken Galleria","Indoor, Outdoor",81,2022,44,597186,101146,"Galleria 385 Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.9629215495,-37.8149294394707,"-37.81492943947073, 144.96292154949998"
"Part Ground 707 Collins Street DOCKLANDS VIC 3008","Belluno Wine Bar","Indoor, Outdoor",108,2022,1105,605909,605909,"Lantern 705-715 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9511380122,-37.8208824944251,"-37.82088249442511, 144.95113801219998"
"321 Little Collins Street MELBOURNE VIC 3000","Bench Coffee Co Lt Colins","Indoor",8,2022,35,105928,105928,"317-321 Little Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4512,"Takeaway Food Services",144.96422535875,-37.8152895302557,"-37.8152895302557, 144.96422535875"
"Basement 318 Little Bourke Street MELBOURNE VIC 3000","Beneath Driver Lane","Indoor",75,2022,65,105875,105875,"Break Free (Heritage on Little Bourke) 318-322 Little Bourke Street MELBOURNE VIC 3000","Melbourne (CBD)",4520,"Pubs, Taverns and Bars",144.96312748625,-37.8129258892501,"-37.81292588925007, 144.96312748625002"
"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000","Benny's Bakery Cafe","Indoor, Outdoor",24,2022,72,110708,110707,"535 Little Lonsdale Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.95600158025,-37.8134626106308,"-37.81346261063083, 144.95600158025002"
"Tenancy 3, 567 Collins Street MELBOURNE VIC 3000","Benny's Bakery Cafe","Indoor, Outdoor",16,2022,21,579252,579252,"559-587 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.955724681024,-37.8190200855,"-37.8190200855, 144.95572468102446"
"3 Frederick Way MELBOURNE VIC 3000","Bentoman","Indoor",15,2022,103,621414,621414,"218-236 A'Beckett Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.956599166207,-37.8101725435,"-37.8101725435, 144.956599166207"
"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008","Berth","Indoor, Outdoor",300,2022,1109,573924,573924,"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.9418377936,-37.8151480704355,"-37.81514807043554, 144.9418377936"
"16 Spencer Street MELBOURNE VIC 3000","Best Western Melbourne City","Indoor",40,2022,11,108972,108972,"10-22 Spencer Street MELBOURNE VIC 3000","Melbourne (CBD)",4400,"Accommodation",144.955244678248,-37.8205093018,"-37.8205093018, 144.9552446782476"
"97 Elizabeth Street MELBOURNE VIC 3000","Betty's Burgers","Indoor",88,2022,34,103176,103176,"97-103 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.963496018744,-37.81591920735,"-37.81591920735, 144.96349601874448"
"Tenancy 2, Ground 222 Exhibition Street MELBOURNE VIC 3000","Bettys Burgers & Concrete Co. Exhibition Street","Indoor",65,2022,68,103620,103620,"196-226 Exhibition Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.97048167015,-37.8104747030082,"-37.810474703008225, 144.97048167014998"
"Part Building 877, 45 Sturt Street SOUTHBANK VIC 3006","Betwixt Cafe & Bar","Indoor",100,2022,739,110738,110738,"University of Melbourne Southbank Campus 45-99 Sturt Street SOUTHBANK VIC 3006","Southbank",4511,"Cafes and Restaurants",144.967549030198,-37.8251789435,"-37.8251789435, 144.96754903019752"
"Tenancy 4-5, 54 Newquay Promenade DOCKLANDS VIC 3008","Bhoj On Docklands","Indoor, Outdoor",190,2022,1109,560001,560001,"The Arkley 16-32 Rakaia Way DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.941238628936,-37.8146047014,"-37.8146047014, 144.94123862893565"
"419 Elizabeth Street MELBOURNE VIC 3000","Biang Biang Elizabeth","Indoor, Outdoor",50,2022,104,103220,103220,"419 Elizabeth Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.960489489018,-37.8091159296,"-37.8091159296, 144.9604894890179"
"Unit 1, 605 Elizabeth Street MELBOURNE VIC 3000","Big Bang Yogurt","Indoor",20,2022,362,103250,103250,"605-607 Elizabeth Street MELBOURNE VIC 3000","North Melbourne",4512,"Takeaway Food Services",144.958039366069,-37.80419157515,"-37.80419157515, 144.95803936606853"
"Tenancy 25, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000","Big Esso","Outdoor, Indoor",165,2022,6,578325,573333,"Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.969941642792,-37.81777782605,"-37.817777826050005, 144.96994164279243"
"861 Bourke Street DOCKLANDS VIC 3008","Billy Barista","Indoor, Outdoor",22,2022,1108,674536,632511,"East Tower 888 Collins Street DOCKLANDS VIC 3008","Docklands",4511,"Cafes and Restaurants",144.942321092885,-37.82059732885,"-37.82059732885, 144.94232109288475"
"Shop 220A, Level 2 300 Lonsdale Street MELBOURNE VIC 3000","Billy's Central","Indoor",36,2022,85,105746,105746,"Melbourne Central 183-265 La Trobe Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.962838870636,-37.8109017475,"-37.8109017475, 144.96283887063584"
"Kiosk Lobby 101 Collins Street MELBOURNE VIC 3000","Binary 101","Indoor",20,2022,27,102067,102067,"89-105 Collins Street MELBOURNE VIC 3000","Melbourne (CBD)",4511,"Cafes and Restaurants",144.970772934056,-37.81489297565,"-37.81489297565, 144.97077293405562"
